ID,title,reprLat,reprLong,reprType,geonamesType,provisional
952,Sosnitskii uezd,51.52387,32.49985,seat,ADM2,0
238,Zmetnev,51.5804,32.72819,GeoNames,PPL,0
1022,Lukhovskii uezd,57.01242,42.25838,seat,ADM2,0
692,Tikhonova,,,,PPL,0
1112,Borovichskii uezd,58.38333,33.91667,seat,ADM2,0
69,Borovichi,58.38333,33.91667,GeoNames,PPL,0
1091,Dukhovshchinskii uezd,55.1919,32.4111,seat,ADM2,0
207,Dukhovshchina,55.1919,32.4111,GeoNames,PPL,0
647,Spas,55.75579,32.9796,GeoNames,PPL,0
1023,Tsarevosanchurskii uezd,56.94125,47.24987,seat,ADM2,0
697,Tresviatskoe,57.45516,45.78522,GeoNames,PPL,0
1085,Vil'manstrandskii uezd,61.048829,28.231957,seat,ADM2,0
111,Vil'manstrand,61.048829,28.231957,GeoNames,PPL,0
902,Gadiatskii uezd,50.37112,33.99099,seat,ADM2,0
496,Oposhnoe,,,,PPL,0
1048,Plesskii uezd,57.45862,41.51579,seat,ADM2,0
537,Ples,57.45862,41.51579,GeoNames,PPL,0
432,Mikhailov,54.2298,39.0269,GeoNames,PPL,0
420,Megra,,,,PPL,0
781,Shishaki,,,,PPL,0
780,Shipino,,,,PPL,0
161,Gomel',52.4345,30.9754,GeoNames,PPL,0
662,Startsov Ugol,,,,PPL,0
121,Volyntsy,55.709,28.1864,GeoNames,PPL,0
529,Petrovskaia,,,,PPL,0
470,Novoezerskoi Kirilov,,,,PPL,0
1030,Irbitskii uezd,57.67052,63.071,seat,ADM2,0
259,Irbit,57.67052,63.071,GeoNames,PPL,0
172,Goroshin,49.6548,32.73911,GeoNames,PPL,0
205,Dukshtilag,,,,PPL,0
995,Kuznetskii uezd,53.11675,46.60037,seat,ADM2,0
361,Kuznetsk,53.11675,46.60037,GeoNames,PPL,0
16,Andreevka,49.53601,36.6196,GeoNames,PPL,0
602,Samborskoi,,,,PPL,0
874,Riazanskii uezd,54.616667,39.716667,seat,ADM2,0
295,Kistrusa,,,,PPL,0
1009,Korotoiakskii uezd,50.98665,39.17677,seat,ADM2,0
327,Korotoiak,50.98665,39.17677,GeoNames,PPL,0
457,Mshaga,,,,PPL,0
1105,Skopinskii uezd,53.82486,39.55053,seat,ADM2,0
635,Skopin,53.82486,39.55053,GeoNames,PPL,0
1050,Rybinskii uezd,58.0446,38.84259,seat,ADM2,0
591,Rybinsk,58.0446,38.84259,GeoNames,PPL,0
43,Berniki,,,,PPL,0
515,Pena,,,,PPL,0
154,Glinsk,50.61868,33.3198,GeoNames,PPL,0
948,Ruzskii uezd,55.69898,36.19522,seat,ADM2,0
685,Teriaevo,,,,PPL,0
724,Ustiuzhna Zhelezopol'skaia,58.8394,36.4321,GeoNames,PPL,0
1121,Kirillovskii uezd,59.86299,38.38128,seat,ADM2,0
291,Kirilov,59.86299,38.38128,GeoNames,PPL,0
1113,Valdaiskii uezd,57.97472,33.2525,seat,ADM2,0
94,Valdai,57.97472,33.2525,GeoNames,PPL,0
132,Vysokoe,,,,PPL,0
364,Kupenka,,,,PPL,0
240,Zolochev,50.27985,35.98178,GeoNames,PPL,0
97,Varva,50.49503,32.71968,GeoNames,PPL,0
890,Babinovetskii uezd,54.8351,30.5725,seat,ADM2,0
396,Liubavichi,54.83071,30.9563,GeoNames,PPL,0
83,Belaia Kolp',56.09183,35.66459,GeoNames,PPL,0
354,Krolevets,51.54775,33.38475,GeoNames,PPL,0
422,Mena,51.5217,32.21568,GeoNames,PPL,0
615,Sebezh,56.29546,28.46538,GeoNames,PPL,0
486,Okvadskaia,62.20319,50.26164,GeoNames,PPL,0
950,Sviazhskii uezd,55.77329,48.66051,seat,ADM2,0
612,Sviazhsk,55.77329,48.66051,GeoNames,PPL,0
964,Atkarskii uezd,51.87185,45.00775,seat,ADM2,0
27,Atkarsk,51.87185,45.00775,GeoNames,PPL,0
93,Belynichi,,,,PPL,0
1027,Shuiskii uezd,56.84865,41.38833,seat,ADM2,0
787,Shuia,56.84865,41.38833,GeoNames,PPL,0
494,Onofrievo,55.8503,36.51055,GeoNames,PPL,0
304,Kobyliak,,,,PPL,0
123,Voronezh,51.671667,39.210556,GeoNames,PPL,0
776,Sharapavo,,,,PPL,0
698,Troitsk,54.09013,43.82312,GeoNames,PPL,0
76,Budich',,,,PPL,0
1028,Romenskii uezd,50.75104,33.47471,seat,ADM2,0
584,Romen,50.94679,33.198877,GeoNames,PPL,0
933,Mstislavskii uezd,54.0185,31.7217,seat,ADM2,0
451,Mstislavl',54.0185,31.7217,GeoNames,PPL,0
384,Liskoi,,,,PPL,0
413,Maslovichi,,,,PPL,0
493,Omel'nik,49.20765,33.54568,GeoNames,PPL,0
770,"Chigirin""-Dubrova",49.28333,32.91667,GeoNames,PPL,0
375,Lebedin,50.58518,34.4849,GeoNames,PPL,0
263,Istalena,56.5,27.85,GeoNames,PPL,0
351,Krivonavolotskaia,63.962,47.1155,GeoNames,PPL,0
764,Chernigov,51.50551,31.28488,GeoNames,PPL,0
624,Serevka,,,,PPL,0
683,Teplogorskaia Bogoroditskaia,,,,PPL,0
519,Perekopets,,,,PPL,0
165,Gorki,54.2862,30.9863,GeoNames,PPL,0
196,Donkov,53.25155,39.15553,GeoNames,PPL,0
281,Kitaiskoi,,,,PPL,0
1012,Koz'modem'ianskii uezd,56.3419,46.56353,seat,ADM2,0
546,Pokrovskoe,,,,PPL,0
1129,Pudozhskii uezd,61.80415,36.5277,seat,ADM2,0
565,Pudoga,61.80415,36.5277,GeoNames,PPL,0
164,Goritsy,57.15,36.73028,GeoNames,PPL,0
899,Vereiskii uezd,55.34472,36.17194,seat,ADM2,0
107,Vereia,55.34472,36.17194,GeoNames,PPL,0
82,Bezhetsk,57.78506,36.69651,GeoNames,PPL,0
580,Rogachevo,,,,PPL,0
994,Kromskii uezd,52.68762,35.76665,seat,ADM2,0
355,Kromy,52.68762,35.76665,GeoNames,PPL,0
269,Kazanskoi Bogoroditskoi,,,,PPL,0
670,Sumskaia Vorozhba,50.70554,34.64263,GeoNames,PPL,0
533,Pechenegi,49.87167,36.93472,GeoNames,PPL,0
651,Spirovo,,,,PPL,0
986,Zolotonoshskii uezd,49.66832,32.04047,seat,ADM2,0
239,Zolotonosha,49.66832,32.04047,GeoNames,PPL,0
1060,Sudzhanskii uezd,51.1976,35.2726,seat,ADM2,0
668,Sudzha,51.1976,35.2726,GeoNames,PPL,0
488,Olekminsk,60.3743,120.4203,GeoNames,PPL,0
1017,Tsarevokokshaiskii uezd,56.63877,47.89078,seat,ADM2,0
614,Sviatoe Mesto,,,,PPL,0
579,Rogachev,53.0934,30.0495,GeoNames,PPL,0
898,Venevskii uezd,54.35533,38.26843,seat,ADM2,0
104,Venev,54.35533,38.26843,GeoNames,PPL,0
531,Petroma,,,,PPL,0
215,Elimskoi,,,,PPL,0
1033,Medynskii uezd,54.96917,35.85861,seat,ADM2,0
421,Medyn',54.96917,35.85861,GeoNames,PPL,0
1047,Petrovskii uezd,52.30639,45.39167,seat,ADM2,0
527,Petrovsk,52.30639,45.39167,GeoNames,PPL,0
535,Pisarevka,,,,PPL,0
106,Veprik,50.67765,31.62219,GeoNames,PPL,0
974,Vol'marskii uezd,57.54108,25.42751,seat,ADM2,0
115,Volmar,57.54108,25.42751,GeoNames,PPL,0
136,Vyshgorod,,,,PPL,0
672,Sukhari,53.9581,30.7045,GeoNames,PPL,0
558,Prezma,56.40132,27.1325,GeoNames,PPL,0
566,Pupki,56.96667,41.35,GeoNames,PPL,0
279,Karpovka,,,,PPL,0
1094,Timskii uezd,51.62222,37.12444,seat,ADM2,0
687,Tim,51.62222,37.12444,GeoNames,PPL,0
588,Ruzhnoe,52.962,34.76467,GeoNames,PPL,0
1071,Khersonskii uezd,46.65581,32.6178,seat,ADM2,0
738,Kherson,46.65581,32.6178,GeoNames,PPL,0
599,Savin Storozhevskii,,,,PPL,0
21,Artemonovka,,,,PPL,0
777,Shartolinskoi Nikolaevskoi,56.96434,41.32964,GeoNames,PPL,0
992,Krasnoborskii uezd,61.55978,45.93396,seat,ADM2,0
337,Krasnoborsk,61.55978,45.93396,GeoNames,PPL,0
145,Gadiach',50.37112,33.99099,GeoNames,PPL,0
439,Molvitino,58.14881,41.59483,GeoNames,PPL,0
113,Voevodskoe,53.97332,45.26166,GeoNames,PPL,0
879,Tverskii uezd,56.857828,35.921928,seat,ADM2,0
680,Tver',56.857828,35.921928,GeoNames,PPL,0
156,Glushitskoi,52.16167,50.42343,GeoNames,PPL,0
47,Bobrovitsa,50.74693,31.3948,GeoNames,PPL,0
243,Ivanovka,,,,PPL,0
227,Zhovnin,49.38091,32.68108,GeoNames,PPL,0
505,Oster,50.9506,30.88229,GeoNames,PPL,0
932,Mozhaiskii uezd,55.50194,36.02722,seat,ADM2,0
170,Gorodok,,,,PPL,0
1037,Mosal'skii uezd,54.48806,34.98167,seat,ADM2,0
445,Mosal'sk,54.48806,34.98167,GeoNames,PPL,0
338,Krasnogorskaia,,,,PPL,0
525,Petrovki,,,,PPL,0
604,Saransk,54.1838,45.1749,GeoNames,PPL,0
1100,Kniagininskii uezd,55.82278,45.03489,seat,ADM2,0
302,Kniaginin,55.82278,45.03489,GeoNames,PPL,0
144,Gagarino,,,,PPL,0
929,Mezenskii uezd,65.8401,44.2542,seat,ADM2,0
99,Vashka,64.8827,45.7464,GeoNames,PPL,0
130,Vyborg,60.709167,28.744167,GeoNames,PPL,0
1045,Ostrogozhskii uezd,50.8664,39.07561,seat,ADM2,0
509,Ostrogozhsk,50.8664,39.07561,GeoNames,PPL,0
1040,Myshkinskii uezd,57.78973,38.45448,seat,ADM2,0
458,Myshkin,57.78973,38.45448,GeoNames,PPL,0
45,Birzha,56.4063,25.77221,GeoNames,PPL,0
3,Avdulovo,53.29975,38.6293,GeoNames,PPL,0
345,Krasnopol'e,50.77458,35.25965,GeoNames,PPL,0
147,Gatnitsy,,,,PPL,0
744,Khoten',51.08113,34.77089,GeoNames,PPL,0
221,Erementsovo,,,,PPL,0
1019,Porkhovskii uezd,57.76502,29.55612,seat,ADM2,0
638,Slol'tsa Kolesnaia,,,,PPL,0
773,Chukhloma,58.75375,42.68318,GeoNames,PPL,0
947,Rostovskii uezd,57.1914,39.41394,seat,ADM2,0
102,Velikoe,57.35072,39.77492,GeoNames,PPL,0
212,Ekaterininskaia,,,,PPL,0
438,Mozhaisk,55.50194,36.02722,GeoNames,PPL,0
357,Kryleevo,,,,PPL,0
934,Narovchatovskii uezd,53.87654,43.69458,seat,ADM2,0
333,Kochelaevo,54.01948,44.04707,GeoNames,PPL,0
389,Lubny,50.01625,32.99694,GeoNames,PPL,0
693,Tobol'sk,58.195278,68.258056,GeoNames,PPL,0
667,Sudai,58.97754,43.13026,GeoNames,PPL,0
682,Tengusheva,54.76861,42.71889,GeoNames,PPL,0
1025,Povenetskii uezd,62.8487,34.82621,seat,ADM2,0
786,Shungskoi,,,,PPL,0
356,Krylov,49.04894,33.24106,GeoNames,PPL,0
98,Barkov,,,,PPL,0
265,Iosifov,,,,PPL,0
769,Chechersk,52.9164,30.9179,GeoNames,PPL,0
427,Miloslavichi,53.6882,32.253,GeoNames,PPL,0
585,Ropsk,,,,PPL,0
1084,Porechenskii uezd,55.31192,31.27662,seat,ADM2,0
552,Porech'e,55.31192,31.27662,GeoNames,PPL,0
1104,Chern'skii uezd,53.45232,36.9145,seat,ADM2,0
767,Chern',53.45232,36.9145,GeoNames,PPL,0
1069,Fellinskii uezd,58.36389,25.59,seat,ADM2,0
729,Fellin,58.36389,25.59,GeoNames,PPL,0
267,Kadin,,,,PPL,0
926,Livenskii uezd,52.42534,37.60689,seat,ADM2,0
379,Livny,52.42534,37.60689,GeoNames,PPL,0
1013,Voskresenskii uezd,55.91997,36.86867,seat,ADM2,0
127,Voskresensk,55.91997,36.86867,GeoNames,PPL,0
856,Astrakhanskii uezd,46.323611,48.036667,seat,ADM2,0
815,Kavkazskoe Namestnichestvo,46.323611,48.036667,seat,ADM1,0
25,Astrakhan',46.323611,48.036667,GeoNames,PPL,0
677,Tarnianskoi,,,,PPL,0
1073,Chuguevskii uezd,49.83588,36.68803,seat,ADM2,0
771,Chuguev,49.83588,36.68803,GeoNames,PPL,0
913,Kasimovskii uezd,54.94111,41.39528,seat,ADM2,0
220,Erakhtura,54.70083,41.135,GeoNames,PPL,0
730,Florishcheva,,,,PPL,0
330,Kostiukovichi,,,,PPL,0
1072,Cherepovetskii uezd,59.13333,37.9,seat,ADM2,0
760,Cherepovets,59.13333,37.9,GeoNames,PPL,0
749,Tsevlia,,,,PPL,0
650,Spaskoe,57.761175,40.453412,GeoNames,PPL,0
1020,Kurmyshskii uezd,55.83336,46.07337,seat,ADM2,0
783,Shokino,,,,PPL,0
274,Kamyshnia,50.18359,33.68269,GeoNames,PPL,0
459,Miagkoe,,,,PPL,0
112,Viliuiskoe Verkhnee,63.74683,121.63339,GeoNames,PPL,0
159,Gogolev,50.51864,31.02241,GeoNames,PPL,0
975,Viaznikovskii uezd,56.24057,42.15563,seat,ADM2,0
140,Viazniki,56.24057,42.15563,GeoNames,PPL,0
506,Ostram'evo,54.756,39.13893,GeoNames,PPL,0
1081,Bel'skii uezd,55.848054,32.92948,seat,ADM2,0
89,Beloi,55.848054,32.92948,GeoNames,PPL,0
24,Asakovo,,,,PPL,0
793,Iagotin,50.27975,31.76246,GeoNames,PPL,0
254,Izmailovo,,,,PPL,0
1088,Mologskii uezd,58.172519,38.57269,seat,ADM2,0
440,Mologa,58.199722,38.441111,GeoNames,PPL,0
852,Vyborgskii uezd,60.709167,28.744167,seat,ADM2,0
374,Lapstrand,,,,PPL,0
303,Kobyzcha,50.82854,31.50439,GeoNames,PPL,0
152,Glemiazov,,,,PPL,0
4,Avzhenskaia,59.31898,40.788665,GeoNames,PPL,0
491,Ol'khovatka,50.72917,37.75264,GeoNames,PPL,0
660,Staroi Bykhov,53.521,30.2454,GeoNames,PPL,0
116,Volodimerets,57.378889,29.166389,GeoNames,PPL,0
861,Kurskii uezd,51.716667,36.183333,seat,ADM2,0
324,Korennaia,,,,PPL,0
250,Ivanovtsy,48.91123,32.71541,GeoNames,PPL,0
766,Chernukhi,50.26732,32.94196,GeoNames,PPL,0
789,Iunakovka,51.12215,35.04061,GeoNames,PPL,0
609,Sverzhin,53.1331,30.3222,GeoNames,PPL,0
713,Uzel',,,,PPL,0
1106,Pronskii uezd,54.1048,39.6092,seat,ADM2,0
561,Pronsk,54.1048,39.6092,GeoNames,PPL,0
35,Baturin,51.34567,32.87794,GeoNames,PPL,0
468,Nerekhta,57.45881,40.57471,GeoNames,PPL,0
96,Valuiki,50.2035,38.1067,GeoNames,PPL,0
86,Beloe,,,,PPL,0
536,Pistsovo,,,,PPL,0
600,Savinitsy,,,,PPL,0
1115,Berezovskii uezd,63.93806,65.04194,seat,ADM2,0
40,Berezov,63.93806,65.04194,GeoNames,PPL,0
248,Ivanovskoe,55.92667,36.95972,GeoNames,PPL,0
570,Piatnitskoe,,,,PPL,0
188,Derkul,,,,PPL,0
310,Kozel'sk,54.03746,35.77159,GeoNames,PPL,0
495,Opochka,56.71048,28.66174,GeoNames,PPL,0
626,Sereda Stratilatskaia,55.89722,35.50263,GeoNames,PPL,0
30,Balakleev,,,,PPL,0
569,Pusha,56.23333,27.21667,GeoNames,PPL,0
854,Ekaterinoslavskii uezd,48.466601,35.018155,seat,ADM2,0
297,Kishen'ka,48.89395,34.10604,GeoNames,PPL,0
630,Sim,,,,PPL,0
350,Kresttsy,58.2452,32.51647,GeoNames,PPL,0
418,Maiachka,,,,PPL,0
185,Deimanovka,50.214,32.62939,GeoNames,PPL,0
983,Zhizdrinskii uezd,53.74596,34.73951,seat,ADM2,0
226,Zhizdra,53.74596,34.73951,GeoNames,PPL,0
406,Malino,55.11195,38.17384,GeoNames,PPL,0
865,Novogorod - Severskii uezd,51.983333,33.266667,seat,ADM2,0
36,Bakhmach',,,,PPL,0
301,Kliuchevskaia,,,,PPL,0
798,Iampol',51.94765,33.78759,GeoNames,PPL,0
754,Chasovnia Sv. Dukha,,,,PPL,0
124,Voronezh,51.77572,33.45944,GeoNames,PPL,0
897,Velikolutskii uezd,56.34,30.54517,seat,ADM2,0
460,Nabdin,,,,PPL,0
560,Priluki,50.59324,32.38761,GeoNames,PPL,0
1044,Ostashkovskii uezd,57.14667,33.10753,seat,ADM2,0
504,Ostashkov,57.14667,33.10753,GeoNames,PPL,0
908,Epifanskii uezd,53.82526,38.55181,seat,ADM2,0
219,Epifan',53.82526,38.55181,GeoNames,PPL,0
50,Bogatishchebo,,,,PPL,0
128,Vrev,57.20557,28.84938,GeoNames,PPL,0
1034,Meshchovskii uezd,54.32444,35.28083,seat,ADM2,0
425,Meshchovsk,54.32444,35.28083,GeoNames,PPL,0
710,Tiurten',53.13139,38.48336,GeoNames,PPL,0
479,Nezhin,51.04801,31.88688,GeoNames,PPL,0
17,Antonovka,,,,PPL,0
666,Styrnian'i,,,,PPL,0
799,Iamskaia,54.58449,43.57015,GeoNames,PPL,0
437,Mishurin Rog,48.81817,33.94792,GeoNames,PPL,0
513,Parfen'eva,,,,PPL,0
37,Bezginovka,,,,PPL,0
797,Iampol',48.93555,37.95634,GeoNames,PPL,0
517,Perevitskoi Torzhok,,,,PPL,0
363,Kungur,57.4368,56.9593,GeoNames,PPL,0
775,Shamovo,54.1895,31.3557,GeoNames,PPL,0
716,Urazova,50.0836,38.0395,GeoNames,PPL,0
319,Konobeevo,54.04708,41.91224,GeoNames,PPL,0
257,Inzhaven'e,,,,PPL,0
1124,Turukhanskii uezd,65.79479,87.95006,seat,ADM2,0
410,Mangazeia,65.79479,87.95006,GeoNames,PPL,0
12,Alekseevka,49.01808,39.17942,GeoNames,PPL,0
534,Piriatin,50.24242,32.50621,GeoNames,PPL,0
71,Boromdia,50.61838,34.97042,GeoNames,PPL,0
168,Gorodnia,,,,PPL,0
1062,Tarusskii uezd,54.72436,37.17272,seat,ADM2,0
678,Tarusa,54.72436,37.17272,GeoNames,PPL,0
446,Mostki,49.34553,38.47943,GeoNames,PPL,0
313,Kozlovskaia,47.22017,38.35979,GeoNames,PPL,0
68,Borovenki,49.04796,38.56367,GeoNames,PPL,0
1128,Pernovskii uezd,58.38588,24.49711,seat,ADM2,0
524,Pernov,58.38588,24.49711,GeoNames,PPL,0
545,Pokrovskoe,53.35175,38.92026,GeoNames,PPL,0
414,Makhonovo,52.90838,39.7671,GeoNames,PPL,0
1118,Gzhatskii uezd,55.55291,34.99537,seat,ADM2,0
151,Gzhat',55.55291,34.99537,GeoNames,PPL,0
646,Sosnitsa,51.52387,32.49985,GeoNames,PPL,0
656,Staraia Riazan',54.4062,40.4287,GeoNames,PPL,0
480,Ober - Palen,58.6525,25.97056,GeoNames,PPL,0
587,Rubezhnaia,,,,PPL,0
746,Khrushchovo,,,,PPL,0
1558,Starorusskii uezd,57.99439,31.36081,seat,ADM2,0
655,Staraia Ruza,57.99439,31.36081,GeoNames,PPL,0
198,Dritsany,56.65231,27.18335,GeoNames,PPL,0
155,Glukhov,51.67822,33.9162,GeoNames,PPL,0
990,Kotel'nichskii uezd,58.3089,48.348,seat,ADM2,0
332,Kotel'nich',58.3089,48.348,GeoNames,PPL,0
321,Konstantinovo,50.85126,33.7971,GeoNames,PPL,0
114,Voznesenskoi,56.13119,42.45036,GeoNames,PPL,0
875,Saratovskii uezd,51.533333,46.0,seat,ADM2,0
39,Berezniki,51.74309,46.6978,GeoNames,PPL,0
180,Gustinovo,,,,PPL,0
74,Bronnitsy,,,,PPL,0
1064,Toropetskii uezd,56.49779,31.63528,seat,ADM2,0
696,Toropets,56.49779,31.63528,GeoNames,PPL,0
450,Mrin,51.05368,31.55242,GeoNames,PPL,0
378,Lezhnevo,56.77508,40.89174,GeoNames,PPL,0
204,Dubrovna,54.589107,30.583541,GeoNames,PPL,0
681,Temnikov,54.63023,43.21483,GeoNames,PPL,0
42,Berkunova,56.10966,35.69445,GeoNames,PPL,0
280,Kasimov,54.94111,41.39528,GeoNames,PPL,0
253,Igumnovo,,,,PPL,0
981,El'ninskii uezd,54.57864,33.18373,seat,ADM2,0
217,Elna,54.57864,33.18373,GeoNames,PPL,0
518,Perevolochna,48.89004,34.06931,GeoNames,PPL,0
166,Gorodishche,,,,PPL,0
704,Tuglinskaia,,,,PPL,0
72,Boriatino,54.34461,35.55015,GeoNames,PPL,0
452,Muratova,,,,PPL,0
512,Parskoe,57.01225,41.71092,GeoNames,PPL,0
735,Khatoml',,,,PPL,0
1099,Lukoianovskii uezd,55.02772,44.47865,seat,ADM2,0
392,Lukoianov,55.02772,44.47865,GeoNames,PPL,0
676,Tambov,52.716667,41.433333,GeoNames,PPL,0
209,Dedilov,,,,PPL,0
690,Tikhonova,,,,PPL,0
241,Zubtsov,56.17534,34.58935,GeoNames,PPL,0
679,Tatarsk,,,,PPL,0
268,Kadom,54.55917,42.4675,GeoNames,PPL,0
573,Ratkovka,49.75083,37.59472,GeoNames,PPL,0
273,Kamenka,49.97964,37.83107,GeoNames,PPL,0
208,Dushatin,53.06666,32.27371,GeoNames,PPL,0
522,Pereiaslavl',50.08768,31.4795,GeoNames,PPL,0
477,Nosovka,50.93152,31.58282,GeoNames,PPL,0
118,Volokopinezhskaia,,,,PPL,0
502,Oskino,,,,PPL,0
393,Lukh,57.01242,42.25838,GeoNames,PPL,0
541,Pogar',52.55399,33.25907,GeoNames,PPL,0
739,Khovan',55.99746,35.50309,GeoNames,PPL,0
1078,Shadrinskii uezd,56.0852,63.6335,seat,ADM2,0
774,Shadrinsk,56.0852,63.6335,GeoNames,PPL,0
402,Makalovo,54.41735,45.55009,GeoNames,PPL,0
1046,Peremyshl'skii uezd,54.26313,36.16063,seat,ADM2,0
520,Peremyshl',54.26313,36.16063,GeoNames,PPL,0
65,Borisoglebsk,51.36713,42.08494,GeoNames,PPL,0
129,Vybor,57.22716,29.1663,GeoNames,PPL,0
372,Laknovat',,,,PPL,0
999,Likhvinskii uezd,54.09685,36.24499,seat,ADM2,0
385,Likhvin,54.09685,36.24499,GeoNames,PPL,0
1041,Nedrigailovskii uezd,50.83398,33.87626,seat,ADM2,0
466,Nedrigailov,50.83398,33.87626,GeoNames,PPL,0
306,Kovymskoe,68.72942,158.70193,GeoNames,PPL,0
714,Ulom,,,,PPL,0
596,Repki,51.80105,31.08383,GeoNames,PPL,0
1132,Soligalichskii uezd,59.0796,42.28526,seat,ADM2,0
643,Sol'-Galitskaia,59.0796,42.28526,GeoNames,PPL,0
63,Borisov,55.429097,36.015939,GeoNames,PPL,0
322,Konstantinovskoe,,,,PPL,0
665,Strelitsa,,,,PPL,0
401,Liaudera,,,,PPL,0
399,Liutenka,50.21084,34.0367,GeoNames,PPL,0
369,Ladoga Novaia,60.10246,32.30191,GeoNames,PPL,0
1074,Iadrinskii uezd,55.94052,46.20622,seat,ADM2,0
794,Iadrin,55.94052,46.20622,GeoNames,PPL,0
720,Ustivitsa,49.86076,33.80293,GeoNames,PPL,0
719,Uspenskoi,53.06317,38.24691,GeoNames,PPL,0
747,Tsarev Borisov,,,,PPL,0
119,Volsk,52.04541,47.37993,GeoNames,PPL,0
1070,Khvalynskii uezd,52.4906,48.1058,seat,ADM2,0
737,Khvalynsk,52.4906,48.1058,GeoNames,PPL,0
1097,Kirsanovskii uezd,52.65494,42.72236,seat,ADM2,0
293,Kirsanov,52.65494,42.72236,GeoNames,PPL,0
229,Zadushnoe,52.98556,36.98756,GeoNames,PPL,0
426,Mizhirich',,,,PPL,0
292,Kiriloeo,,,,PPL,0
980,Elatomskii uezd,54.9675,41.75083,seat,ADM2,0
213,Elatma,54.9675,41.75083,GeoNames,PPL,0
686,Teshevskoi,,,,PPL,0
487,Okunevsk,,,,PPL,0
317,Komel'sk Korniliev,58.88333,40.25000,GeoNames,PPL,0
181,Dagda,56.09512,27.53723,GeoNames,PPL,0
551,Ponornitsa,51.72622,32.85255,GeoNames,PPL,0
390,Luzhki,,,,PPL,0
1087,Gorodnianskii uezd,51.89085,31.59741,seat,ADM2,0
169,Gorodnia,51.89085,31.59741,GeoNames,PPL,0
91,Belopol'e,51.15016,34.31287,GeoNames,PPL,0
309,Kozelets,50.91334,31.1214,GeoNames,PPL,0
571,Piatnitskoe,54.30443,37.34742,GeoNames,PPL,0
763,Chernavsk,,,,PPL,0
416,Mashev,52.08645,32.79984,GeoNames,PPL,0
664,Stoiantsy,56.98333,36.81667,GeoNames,PPL,0
370,Lazovitsa,53.5617,32.0163,GeoNames,PPL,0
1137,Dalmatovskii uezd,56.26,62.9362,seat,ADM2,0
183,Dalmatov,56.26,62.9362,GeoNames,PPL,0
633,Sinskoi,,,,PPL,0
184,Dvurechnaia,49.85019,37.68262,GeoNames,PPL,0
434,Mikhailovka,,,,PPL,0
1076,Podol'skii uezd,55.42418,37.55472,seat,ADM2,0
544,Podol,55.42418,37.55472,GeoNames,PPL,0
14,Aleshnia,,,,PPL,0
564,Pskov,57.8136,28.3496,GeoNames,PPL,0
1119,Elisavetgradskii uezd,48.5132,32.2597,seat,ADM2,0
216,"Elisavet""-Grad",48.5132,32.2597,GeoNames,PPL,0
1131,Rezhitskii uezd,56.5,27.31667,seat,ADM2,0
595,Rezytsy,56.5,27.31667,GeoNames,PPL,0
283,Kemary,,,,PPL,0
725,Utvymskaia,,,,PPL,0
538,Ploskoe,53.0502,37.63101,GeoNames,PPL,0
1123,Maloiaroslavetskii uezd,55.01457,36.47185,seat,ADM2,0
408,Maloi Iaroslavets,55.01457,36.47185,GeoNames,PPL,0
353,Krizhburg,,,,PPL,0
548,Pokrovskoe,,,,PPL,0
150,Germanova,,,,PPL,0
796,Iakutsk,62.03389,129.73306,GeoNames,PPL,0
1080,Tsyvil'skii uezd,55.737351,47.668387,seat,ADM2,0
752,Tsyvil'sk,55.737351,47.668387,GeoNames,PPL,0
636,Slavgorodka,,,,PPL,0
1024,Nerchinskii uezd,51.98333,116.58333,seat,ADM2,0
750,Tsurukhataevskoi,,,,PPL,0
79,Buchalki,53.7559,38.77664,GeoNames,PPL,0
366,Kur'ianovo,,,,PPL,0
657,Starinskoe,55.60512,45.69645,GeoNames,PPL,0
712,Uda,,,,PPL,0
453,Murzynka,,,,PPL,0
294,Kister,52.40773,33.10627,GeoNames,PPL,0
122,Vol'naia,,,,PPL,0
66,Borisoglebskoi,57.2586,39.1508,GeoNames,PPL,0
32,Baryshevka,50.36098,31.32173,GeoNames,PPL,0
199,Dubetskoi,,,,PPL,0
968,Bronnitskii uezd,55.42112,38.26188,seat,ADM2,0
73,Bronnitsy,55.42112,38.26188,GeoNames,PPL,0
329,Kostroma,57.766667,40.933333,GeoNames,PPL,0
242,Ivangorod,,,,PPL,0
469,Nesterovskoi,,,,PPL,0
187,Dergachi,,,,PPL,0
348,Kremenchug,49.06802,33.42041,GeoNames,PPL,0
801,Iarensk,62.16755,49.09162,GeoNames,PPL,0
55,Bogoroditsk,54.49442,37.47088,GeoNames,PPL,0
323,Koprino,,,,PPL,0
997,Lal'skii uezd,60.74146,47.58617,seat,ADM2,0
373,Lal'sk,60.74146,47.58617,GeoNames,PPL,0
578,Riga,56.946,24.10589,GeoNames,PPL,0
1029,Bogoroditskii uezd,53.77166,38.12408,seat,ADM2,0
54,Bogoroditsk,53.77166,38.12408,GeoNames,PPL,0
11,Aleksin,54.50503,37.0674,GeoNames,PPL,0
387,Lotsshino,56.23489,35.64273,GeoNames,PPL,0
252,Igrishchi,,,,PPL,0
87,Belozersk,60.0288,37.8084,GeoNames,PPL,0
1079,Spaskii uezd,54.06635,43.013525,seat,ADM2,0
649,Spask,54.06635,43.013525,GeoNames,PPL,0
873,Rizhskii uezd,56.9475,24.106944,seat,ADM2,0
727,Ukholovo,,,,PPL,0
