ID,title,reprLong,reprLat,reprType
585,Smeloe,33.58499,50.92601,point
586,Sol'-Vychegodsk,46.91559,61.33046,point
587,Srebnoe,32.91867,50.66384,point
588,Stavropol',49.3461,53.5303,point
589,Staraia Riazan',40.4287,54.4062,point
590,Starinskoe,45.69645,55.60512,point
591,Stoiantsy,36.81667,56.98333,point
592,Sudai,43.13026,58.97754,point
593,Sudzha,35.2726,51.1976,point
594,Sukhari,30.7045,53.9581,point
595,Sevsk,34.4926,52.1491,point
596,Tarusa,37.17272,54.72436,point
597,Tiskady,27.05126,56.45016,point
598,Tikhvin,33.52937,59.64511,point
599,Tikhonova,36.15534,54.63884,point
600,Tomarovka,36.23309,50.68338,point
601,Toropets,31.63528,56.49779,point
602,Troitsk,43.82312,54.09013,point
603,Troitskaia,44.0139,62.3598,point
604,Tiurten',38.48336,53.13139,point
605,Uglich,38.33167,57.5275,point
606,Urazova,38.0395,50.0836,point
607,Ural'sk,51.36667,51.23333,point
608,Ustivitsa,33.80293,49.86076,point
609,Ust'-Sysol'sk,50.80994,61.67642,point
610,Ustiug Velikii,46.31352,60.76186,point
611,Fatezh,35.8632,52.0891,point
612,Fellin,25.59,58.36389,point
613,Khvalynsk,48.1058,52.4906,point
614,Kherson,32.6178,46.65581,point
615,Khovan',35.50309,55.99746,point
616,Khoten',34.77089,51.08113,point
617,Cherepovets,37.9,59.13333,point
618,Chernukhi,32.94196,50.26732,point
619,Chechersk,30.9179,52.9164,point
620,Chuguev,36.68803,49.83588,point
621,Chupakhovka,34.58107,50.3766,point
622,Shamovo,31.3557,54.1895,point
623,Shumiachi,32.42417,53.85833,point
624,Iunakovka,35.04061,51.12215,point
625,Iagotin,31.76246,50.27975,point
626,Iadrin,46.20622,55.94052,point
627,Iampol',37.95634,48.93555,point
628,Iamskaia,43.57015,54.58449,point
629,Podol,37.55472,55.42418,point
630,Klin,36.73333,56.33333,point
631,Avdulovo,38.6293,53.29975,point
632,Andreevka,36.6196,49.53601,point
633,Alekseevka,39.17942,49.01808,point
634,Shadrinsk,63.6335,56.0852,point
635,Pokrovskoe,38.92026,53.35175,point
636,Troitskoe,36.71667,56.2,point
637,Il'inskoe,37.22165,54.12003,point
638,Rozhestvenskoe,36.975171,53.668498,point
639,Ivanovskoe,36.95972,55.92667,point
640,Spaskoe,40.453412,57.761175,point
641,Semenovskoe,39.53766,57.3252,point
642,Spask,43.013525,54.06635,point
643,Tsyvil'sk,47.668387,55.737351,point
644,Mikhailovka,35.96695,49.22603,point
645,Beloi,32.92948,55.848054,point
646,Ivanovka,35.33333,49.86667,point
647,Karlovka,35.912892,47.487985,point
648,Petrovskaia,36.89309,46.82554,point
649,Pavlograd,35.87098,48.53426,point
650,Iampol',33.78759,51.94765,point
651,Svatova Luchka,38.063939,49.351971,point
652,Kamenka,37.83107,49.97964,point
653,Ol'khovatka,37.75264,50.72917,point
654,Valki,35.61223,49.83597,point
655,Sumskaia Vorozhba,34.64263,50.70554,point
656,Konobeevo,41.91224,54.04708,point
657,Gorki,30.9863,54.2862,point
658,Malino,38.17384,55.11195,point
659,Borisov,36.015939,55.429097,point
660,Porech'e,31.27662,55.31192,point
661,Ramen'e,37.21667,56.56667,point
662,Vil'manstrand,28.231957,61.048829,point
663,Bykov,31.67231,50.6006,point
664,Veprik,31.62219,50.67765,point
665,Romen,33.198877,50.94679,point
666,Gorodnia,31.59741,51.89085,point
667,Repki,31.08383,51.80105,point
668,Velikoe,39.77492,57.35072,point
669,Mologa,38.441111,58.199722,point
670,Glebovo,38.44731,58.00519,point
671,Borisoglebsk,39.525119,57.866991,point
672,Romanov,39.5406,57.88529,point
673,Kudarinskaia,107.04306,50.19889,point
674,Nosovichi,31.2675,52.2792,point
675,Gomel',30.9754,52.4345,point
676,Vetka,30.6303,52.6738,point
677,Zhuravichi,30.5863,53.2319,point
678,Propoisk,31.0014,53.4429,point
679,Shklov,30.2877,54.2131,point
680,Ploskoe,37.63101,53.0502,point
681,Dubrovna,30.583541,54.589107,point
682,Liady,31.171,54.6,point
683,Liubavichi,30.9563,54.83071,point
684,Dukhovshchina,32.4111,55.1919,point
685,Dorogobuzh,33.25,55.11667,point
686,L'gov,35.2775,51.63069,point
687,Tim,37.12444,51.62222,point
688,Shchigry,36.90432,51.87555,point
689,Usman',39.7288,52.04662,point
690,Demshinsk,40.32167,52.11306,point
691,Kirsanov,42.72236,52.65494,point
692,Kadom,42.4675,54.55917,point
693,Voevodskoe,45.26166,53.97332,point
694,Dubrovki,43.54228,54.39578,point
695,Pochinki,44.86678,54.69875,point
696,Lukoianov,44.47865,55.02772,point
697,Kniaginin,45.03489,55.82278,point
698,Goritsy,36.73028,57.15,point
699,Balakhna,43.60114,56.48989,point
700,Semenov,44.49297,56.78749,point
701,Trubchevsk,33.7644,52.5798,point
702,Chern',36.9145,53.45232,point
703,Skopin,39.55053,53.82486,point
704,Pronsk,39.6092,54.1048,point
705,Spas,32.9796,55.75579,point
706,Staritsa,34.93544,56.50752,point
707,Slobodskoi,50.17722,58.73222,point
708,Iaransk,47.88611,57.30331,point
709,Sviatogorskoi,28.892161,56.96487,point
710,Turinsk,63.69605,58.04575,point
711,Bogatyi,36.02332,50.97632,point
712,Borovichi,33.91667,58.38333,point
713,Valdai,33.2525,57.97472,point
714,Berezin,31.78456,51.5716,point
715,Berezov,65.04194,63.93806,point
716,Vyshnii Volochok,34.56453,57.59125,point
717,Gabzal',23.54139,58.94306,point
718,Gzhat',34.99537,55.55291,point
719,"Elisavet""-Grad",32.2597,48.5132,point
720,Zinkov,34.36376,50.20806,point
721,Kirilov,38.38128,59.86299,point
722,Maloi Arkhangel'sk,36.50332,52.40024,point
723,Maloi Iaroslavets,36.47185,55.01457,point
724,Mangazeia,87.95006,65.79479,point
725,Mglin,32.84753,53.05907,point
726,Neishlot,28.87999,61.8699,point
727,Pereslavl' Zaleskoi,38.85626,56.73934,point
728,Pernov,24.49711,58.38588,point
729,Pudoga,36.5277,61.80415,point
730,Rzhev Volodimerov,34.32817,56.26241,point
731,Rezytsy,27.31667,56.5,point
732,Sol'-Galitskaia,42.28526,59.0796,point
733,Staroi Oskol,37.84167,51.29667,point
734,Ustiuzhna Zhelezopol'skaia,36.4321,58.8394,point
735,Fridrikhsgam,27.19794,60.56974,point
736,Khopersk,41.6252,51.0969,point
737,Dalmatov,62.9362,56.26,point
738,Khot'myshsk,35.86306,50.59417,point
739,Chausy,30.9717,53.8098,point
740,Chenbar,43.41647,52.96474,point
741,Cherdyn',56.47868,60.40295,point
742,Sheshkeev,44.75599,54.19005,point
743,Bogoroditsk,37.47088,54.49442,point
744,Borisoglebskoi,39.1508,57.2586,point
746,Krasnoi Koliadin,33.03553,50.94677,point
749,Petropavlovskoi,38.37034,47.21614,point
750,Uspenskoi,38.24691,53.06317,point
753,Starorusskii uezd,31.36081,57.99439,seat
754,Liubenskii uezd,32.99694,50.01625,seat
755,Poltavskii uezd,34.54073,49.59373,seat
756,Rossiiskaia imperiia,37.617778,55.751667,seat
757,Verkhovazhskoi,42.04652,60.74717,point
758,Verkhnii Udinsk,107.60627,51.82721,point
759,Volsk,47.37993,52.04541,point
760,Vorontsovka,41.41571,52.45956,point
761,Vybor,29.1663,57.22716,point
762,Aleksandrovskoe,43.10415,53.40241,point
763,Viliuiskoe Verkhnee,121.63339,63.74683,point
764,Voznesenskoi,42.45036,56.13119,point
765,Volodimerets,29.166389,57.378889,point
